player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Frederik Tiffels (LW),Eisbären Berlin,50,14,24,38,0.76,14,21,https://www.eliteprospects.com/player/85240/frederik-tiffels,2024-2025,del,Frederik Tiffels (LW),LW
Michael Dal Colle (LW),Iserlohn Roosters,47,13,25,38,0.81,12,-8,https://www.eliteprospects.com/player/152047/michael-dal-colle,2024-2025,del,Michael Dal Colle (LW),LW
Tylor Spink (C),Schwenninger Wild Wings,47,13,25,38,0.81,34,7,https://www.eliteprospects.com/player/77954/tylor-spink,2024-2025,del,Tylor Spink (C),C
Leon Gawanke (D),Adler Mannheim,52,8,30,38,0.73,40,6,https://www.eliteprospects.com/player/243313/leon-gawanke,2024-2025,del,Leon Gawanke (D),D
Zach Senyshyn (RW),Schwenninger Wild Wings,52,27,10,37,0.71,2,17,https://www.eliteprospects.com/player/245108/zach-senyshyn,2024-2025,del,Zach Senyshyn (RW),RW
Alexander Karachun (F),Schwenninger Wild Wings,50,17,20,37,0.74,32,10,https://www.eliteprospects.com/player/212071/alexander-karachun,2024-2025,del,Alexander Karachun (F),F
Shane Gersich (C/LW),Iserlohn Roosters,51,16,21,37,0.73,38,-10,https://www.eliteprospects.com/player/168706/shane-gersich,2024-2025,del,Shane Gersich (C/LW),C/LW
Marcel Brandt (D/LW),Straubing Tigers,49,11,26,37,0.76,23,14,https://www.eliteprospects.com/player/43412/marcel-brandt,2024-2025,del,Marcel Brandt (D/LW),D/LW
Tyler Gaudet (C),Düsseldorfer EG,35,18,18,36,1.03,16,-13,https://www.eliteprospects.com/player/96052/tyler-gaudet,2024-2025,del,Tyler Gaudet (C),C
Kristian Reichel (C),Adler Mannheim,51,17,19,36,0.71,34,7,https://www.eliteprospects.com/player/167519/kristian-reichel,2024-2025,del,Kristian Reichel (C),C
Taylor Leier (LW),Straubing Tigers,49,12,24,36,0.73,25,2,https://www.eliteprospects.com/player/45615/taylor-leier,2024-2025,del,Taylor Leier (LW),LW
Sven Ziegler (RW),Iserlohn Roosters,52,21,14,35,0.67,12,-6,https://www.eliteprospects.com/player/42740/sven-ziegler,2024-2025,del,Sven Ziegler (RW),RW
Yasin Ehliz (LW/RW),EHC München,49,19,16,35,0.71,14,10,https://www.eliteprospects.com/player/38699/yasin-ehliz,2024-2025,del,Yasin Ehliz (LW/RW),LW/RW
Zach Boychuk (C/LW),Eisbären Berlin,46,12,23,35,0.76,32,11,https://www.eliteprospects.com/player/11057/zach-boychuk,2024-2025,del,Zach Boychuk (C/LW),C/LW
Cole Maier (C/LW),Nürnberg Ice Tigers,46,21,13,34,0.74,42,2,https://www.eliteprospects.com/player/248390/cole-maier,2024-2025,del,Cole Maier (C/LW),C/LW
Chris Wilkie (RW/LW),Löwen Frankfurt,36,14,20,34,0.94,10,-1,https://www.eliteprospects.com/player/120644/chris-wilkie,2024-2025,del,Chris Wilkie (RW/LW),RW/LW
Spencer Machacek (RW/C),Grizzlys Wolfsburg,51,12,22,34,0.67,60,0,https://www.eliteprospects.com/player/12505/spencer-machacek,2024-2025,del,Spencer Machacek (RW/C),RW/C
Taro Jentzsch (C/LW),Iserlohn Roosters,51,11,23,34,0.67,9,3,https://www.eliteprospects.com/player/266718/taro-jentzsch,2024-2025,del,Taro Jentzsch (C/LW),C/LW
Leon Hüttl (D),ERC Ingolstadt,51,10,24,34,0.67,22,9,https://www.eliteprospects.com/player/317373/leon-huttl,2024-2025,del,Leon Hüttl (D),D
Andy Miele (C),Grizzlys Wolfsburg,52,16,16,32,0.62,44,-7,https://www.eliteprospects.com/player/15665/andy-miele,2024-2025,del,Andy Miele (C),C
Max Görtz (RW/LW),Fischtown Pinguins,52,12,20,32,0.62,10,16,https://www.eliteprospects.com/player/27258/max-gortz,2024-2025,del,Max Görtz (RW/LW),RW/LW
Mike Connolly (LW),Straubing Tigers,43,11,21,32,0.74,12,-5,https://www.eliteprospects.com/player/18759/mike-connolly,2024-2025,del,Mike Connolly (LW),LW
Julian Napravnik (RW),Löwen Frankfurt,52,11,21,32,0.62,8,-16,https://www.eliteprospects.com/player/72063/julian-napravnik,2024-2025,del,Julian Napravnik (RW),RW
Alexander Blank (C),Düsseldorfer EG,52,10,22,32,0.62,24,-5,https://www.eliteprospects.com/player/382514/alexander-blank,2024-2025,del,Alexander Blank (C),C
Anrei Hakulinen (RW/LW),Augsburger Panther,46,8,24,32,0.70,16,-7,https://www.eliteprospects.com/player/49328/anrei-hakulinen,2024-2025,del,Anrei Hakulinen (RW/LW),RW/LW
Jon Blum (D),EHC München,46,3,29,32,0.70,6,21,https://www.eliteprospects.com/player/11597/jon-blum,2024-2025,del,Jon Blum (D),D
Carter Rowney (RW),Löwen Frankfurt,42,15,16,31,0.74,12,-1,https://www.eliteprospects.com/player/23959/carter-rowney,2024-2025,del,Carter Rowney (RW),RW
Daniel Pietta (C/LW),ERC Ingolstadt,49,13,18,31,0.63,12,23,https://www.eliteprospects.com/player/22387/daniel-pietta,2024-2025,del,Daniel Pietta (C/LW),C/LW
Marc Michaelis (LW/C),Adler Mannheim,52,12,19,31,0.60,14,-3,https://www.eliteprospects.com/player/71958/marc-michaelis,2024-2025,del,Marc Michaelis (LW/C),LW/C
Linus Fröberg (C),Löwen Frankfurt,37,11,20,31,0.84,10,-8,https://www.eliteprospects.com/player/24983/linus-froberg,2024-2025,del,Linus Fröberg (C),C
Daniel Fischbuch (RW),Adler Mannheim,49,11,20,31,0.63,28,8,https://www.eliteprospects.com/player/43335/daniel-fischbuch,2024-2025,del,Daniel Fischbuch (RW),RW
Marcel Noebels (LW/C),Eisbären Berlin,45,10,21,31,0.69,6,3,https://www.eliteprospects.com/player/34847/marcel-noebels,2024-2025,del,Marcel Noebels (LW/C),LW/C
Colin Ugbekile (D),Iserlohn Roosters,52,7,24,31,0.60,26,0,https://www.eliteprospects.com/player/249331/colin-ugbekile,2024-2025,del,Colin Ugbekile (D),D
Nicholas B. Jensen (D/C),Fischtown Pinguins,40,4,27,31,0.78,43,13,https://www.eliteprospects.com/player/6635/nicholas-b.-jensen,2024-2025,del,Nicholas B. Jensen (D/C),D/C
Daniel Schmölz (LW),ERC Ingolstadt,48,15,15,30,0.63,16,9,https://www.eliteprospects.com/player/51399/daniel-schmolz,2024-2025,del,Daniel Schmölz (LW),LW
Matthias Plachta (LW/RW),Adler Mannheim,51,12,18,30,0.59,32,5,https://www.eliteprospects.com/player/34850/matthias-plachta,2024-2025,del,Matthias Plachta (LW/RW),LW/RW
Wojciech Stachowiak (LW/RW),ERC Ingolstadt,52,10,20,30,0.58,40,15,https://www.eliteprospects.com/player/215916/wojciech-stachowiak,2024-2025,del,Wojciech Stachowiak (LW/RW),LW/RW
Miha Verlic (C/LW),Fischtown Pinguins,48,14,15,29,0.60,8,16,https://www.eliteprospects.com/player/34328/miha-verlic,2024-2025,del,Miha Verlic (C/LW),C/LW
Daniel Pfaffengut (C),Löwen Frankfurt,51,12,17,29,0.57,28,-3,https://www.eliteprospects.com/player/93687/daniel-pfaffengut,2024-2025,del,Daniel Pfaffengut (C),C
Justin Feser (C/LW),Grizzlys Wolfsburg,43,11,18,29,0.67,18,0,https://www.eliteprospects.com/player/32760/justin-feser,2024-2025,del,Justin Feser (C/LW),C/LW
Mirko Höfflin (C/W),Schwenninger Wild Wings,51,10,19,29,0.57,16,-4,https://www.eliteprospects.com/player/34842/mirko-hofflin,2024-2025,del,Mirko Höfflin (C/W),C/W
Blaine Byron (C),Eisbären Berlin,43,6,23,29,0.67,6,11,https://www.eliteprospects.com/player/117940/blaine-byron,2024-2025,del,Blaine Byron (C),C
Anthony Louis (C/LW),Augsburger Panther,44,6,23,29,0.66,24,-8,https://www.eliteprospects.com/player/151833/anthony-louis,2024-2025,del,Anthony Louis (C/LW),C/LW
Phil Varone (C/W),Grizzlys Wolfsburg,52,6,23,29,0.56,18,-18,https://www.eliteprospects.com/player/15485/phil-varone,2024-2025,del,Phil Varone (C/W),C/W
Ben Marshall (D),Schwenninger Wild Wings,52,3,26,29,0.56,32,16,https://www.eliteprospects.com/player/40255/ben-marshall,2024-2025,del,Ben Marshall (D),D
Luis Schinko (C/W),Grizzlys Wolfsburg,46,16,12,28,0.61,33,-7,https://www.eliteprospects.com/player/269224/luis-schinko,2024-2025,del,Luis Schinko (C/W),C/W
Chris Collins (C),Augsburger Panther,49,16,12,28,0.57,39,-10,https://www.eliteprospects.com/player/26389/chris-collins,2024-2025,del,Chris Collins (C),C
Maximilian Kastner (LW),EHC München,51,11,17,28,0.55,38,8,https://www.eliteprospects.com/player/43591/maximilian-kastner,2024-2025,del,Maximilian Kastner (LW),LW
Sebastian Uvira (LW/RW),Schwenninger Wild Wings,51,8,20,28,0.55,35,8,https://www.eliteprospects.com/player/42797/sebastian-uvira,2024-2025,del,Sebastian Uvira (LW/RW),LW/RW
Kyle Platzer (C),Schwenninger Wild Wings,51,6,22,28,0.55,14,11,https://www.eliteprospects.com/player/126916/kyle-platzer,2024-2025,del,Kyle Platzer (C),C
Eric Cornel (C/RW),Iserlohn Roosters,52,6,22,28,0.54,12,5,https://www.eliteprospects.com/player/154475/eric-cornel,2024-2025,del,Eric Cornel (C/RW),C/RW
Fabio Pfohl (D/C),Grizzlys Wolfsburg,50,5,23,28,0.56,21,-11,https://www.eliteprospects.com/player/85174/fabio-pfohl,2024-2025,del,Fabio Pfohl (D/C),D/C
Jonas Müller (D),Eisbären Berlin,52,4,24,28,0.54,46,19,https://www.eliteprospects.com/player/72678/jonas-muller,2024-2025,del,Jonas Müller (D),D
Tyler Boland (C/RW),Iserlohn Roosters,45,17,10,27,0.60,2,-12,https://www.eliteprospects.com/player/200112/tyler-boland,2024-2025,del,Tyler Boland (C/RW),C/RW
Drake Rymsha (C),Düsseldorfer EG,50,15,12,27,0.54,47,-4,https://www.eliteprospects.com/player/268925/drake-rymsha,2024-2025,del,Drake Rymsha (C),C
Ryan Stoa (C/LW),Nürnberg Ice Tigers,52,12,15,27,0.52,31,-11,https://www.eliteprospects.com/player/9375/ryan-stoa,2024-2025,del,Ryan Stoa (C/LW),C/LW
Thomas Schemitsch (D),Augsburger Panther,47,11,16,27,0.57,81,-15,https://www.eliteprospects.com/player/232612/thomas-schemitsch,2024-2025,del,Thomas Schemitsch (D),D
John Gilmour (D),Adler Mannheim,51,8,19,27,0.53,12,11,https://www.eliteprospects.com/player/146192/john-gilmour,2024-2025,del,John Gilmour (D),D
Tyler Angle (C/LW),Düsseldorfer EG,47,7,20,27,0.57,14,-32,https://www.eliteprospects.com/player/403916/tyler-angle,2024-2025,del,Tyler Angle (C/LW),C/LW
Ryan O'Connor (D),Grizzlys Wolfsburg,44,6,21,27,0.61,14,-9,https://www.eliteprospects.com/player/23662/ryan-o-connor,2024-2025,del,Ryan O'Connor (D),D
Kyle Cumiskey (D),Düsseldorfer EG,52,4,23,27,0.52,8,-31,https://www.eliteprospects.com/player/10405/kyle-cumiskey,2024-2025,del,Kyle Cumiskey (D),D
Frederik Storm (LW/RW),Kölner Haie,46,14,12,26,0.57,0,7,https://www.eliteprospects.com/player/15200/frederik-storm,2024-2025,del,Frederik Storm (LW/RW),LW/RW
Charlie Gerard (C/RW),Nürnberg Ice Tigers,51,13,13,26,0.51,38,-3,https://www.eliteprospects.com/player/66239/charlie-gerard,2024-2025,del,Charlie Gerard (C/RW),C/RW
Christian Wejse (C/LW),Fischtown Pinguins,48,12,14,26,0.54,72,10,https://www.eliteprospects.com/player/210744/christian-wejse,2024-2025,del,Christian Wejse (C/LW),C/LW
Travis St. Denis (C/RW),Straubing Tigers,44,11,15,26,0.59,43,-2,https://www.eliteprospects.com/player/47998/travis-st.-denis,2024-2025,del,Travis St. Denis (C/RW),C/RW
Yannick Veilleux (LW),Eisbären Berlin,46,8,18,26,0.57,73,-2,https://www.eliteprospects.com/player/45271/yannick-veilleux,2024-2025,del,Yannick Veilleux (LW),LW
Zach Osburn (D),Iserlohn Roosters,48,5,21,26,0.54,24,-13,https://www.eliteprospects.com/player/186312/zach-osburn,2024-2025,del,Zach Osburn (D),D
Darren Archibald (RW/LW),Grizzlys Wolfsburg,43,15,10,25,0.58,24,-9,https://www.eliteprospects.com/player/23110/darren-archibald,2024-2025,del,Darren Archibald (RW/LW),RW/LW
Philipp Krauß (F),ERC Ingolstadt,43,14,11,25,0.58,33,15,https://www.eliteprospects.com/player/320513/philipp-krau%C3%9F,2024-2025,del,Philipp Krauß (F),F
Justin Scott (C),Straubing Tigers,52,13,12,25,0.48,23,-2,https://www.eliteprospects.com/player/149405/justin-scott,2024-2025,del,Justin Scott (C),C
Kris Bennett (C/LW),Adler Mannheim,47,12,13,25,0.53,24,14,https://www.eliteprospects.com/player/205488/kris-bennett,2024-2025,del,Kris Bennett (C/LW),C/LW
Tobias Rieder (W/C),EHC München,48,12,13,25,0.52,11,2,https://www.eliteprospects.com/player/34851/tobias-rieder,2024-2025,del,Tobias Rieder (W/C),W/C
Danjo Leonhardt (F),Straubing Tigers,52,12,13,25,0.48,33,1,https://www.eliteprospects.com/player/319668/danjo-leonhardt,2024-2025,del,Danjo Leonhardt (F),F
JC Lipon (RW),Straubing Tigers,42,11,14,25,0.60,70,-5,https://www.eliteprospects.com/player/45487/jc-lipon,2024-2025,del,JC Lipon (RW),RW
Andreas Eder (RW/C),EHC München,45,8,17,25,0.56,39,-7,https://www.eliteprospects.com/player/95495/andreas-eder,2024-2025,del,Andreas Eder (RW/C),RW/C
Parker Tuomie (RW),Kölner Haie,51,8,17,25,0.49,12,-4,https://www.eliteprospects.com/player/72683/parker-tuomie,2024-2025,del,Parker Tuomie (RW),RW
Markus Hännikäinen (LW/RW),Adler Mannheim,47,12,12,24,0.51,10,-1,https://www.eliteprospects.com/player/45426/markus-hannikainen,2024-2025,del,Markus Hännikäinen (LW/RW),LW/RW
Elis Hede (F),Straubing Tigers,47,12,12,24,0.51,14,1,https://www.eliteprospects.com/player/467928/elis-hede,2024-2025,del,Elis Hede (F),F
Alexander Ehl (RW/LW),Düsseldorfer EG,43,10,14,24,0.56,2,-14,https://www.eliteprospects.com/player/257653/alexander-ehl,2024-2025,del,Alexander Ehl (RW/LW),RW/LW
Philip Samuelsson (D),Straubing Tigers,46,7,17,24,0.52,24,3,https://www.eliteprospects.com/player/10809/philip-samuelsson,2024-2025,del,Philip Samuelsson (D),D
Adam Almquist (D),Kölner Haie,51,5,19,24,0.47,38,-3,https://www.eliteprospects.com/player/10378/adam-almquist,2024-2025,del,Adam Almquist (D),D
Ross Mauermann (W/C),Fischtown Pinguins,52,14,9,23,0.44,18,14,https://www.eliteprospects.com/player/47982/ross-mauermann,2024-2025,del,Ross Mauermann (W/C),W/C
Markus Eisenschmid (C/RW),EHC München,51,13,10,23,0.45,20,-2,https://www.eliteprospects.com/player/44144/markus-eisenschmid,2024-2025,del,Markus Eisenschmid (C/RW),C/RW
Josh Currie (C),Kölner Haie,49,12,11,23,0.47,19,-13,https://www.eliteprospects.com/player/45243/josh-currie,2024-2025,del,Josh Currie (C),C
D.J. Busdeker (RW/D),Augsburger Panther,47,10,13,23,0.49,20,-12,https://www.eliteprospects.com/player/273906/d.j.-busdeker,2024-2025,del,D.J. Busdeker (RW/D),RW/D
Tim Fleischer (C),Straubing Tigers,51,9,14,23,0.45,22,3,https://www.eliteprospects.com/player/238101/tim-fleischer,2024-2025,del,Tim Fleischer (C),C
Dominik Bokk (RW/LW),Löwen Frankfurt,33,13,9,22,0.67,18,2,https://www.eliteprospects.com/player/259973/dominik-bokk,2024-2025,del,Dominik Bokk (RW/LW),RW/LW
Cody Kunyk (C),Augsburger Panther,34,12,10,22,0.65,14,9,https://www.eliteprospects.com/player/44471/cody-kunyk,2024-2025,del,Cody Kunyk (C),C
Matthew Abt (D),Fischtown Pinguins,50,6,16,22,0.44,56,22,https://www.eliteprospects.com/player/57111/matthew-abt,2024-2025,del,Matthew Abt (D),D
Jordan Murray (D),Schwenninger Wild Wings,47,5,17,22,0.47,34,-9,https://www.eliteprospects.com/player/77067/jordan-murray,2024-2025,del,Jordan Murray (D),D
Riley McCourt (D),Augsburger Panther,50,4,18,22,0.44,57,-6,https://www.eliteprospects.com/player/333799/riley-mccourt,2024-2025,del,Riley McCourt (D),D
Branden Troock (RW),Iserlohn Roosters,29,12,9,21,0.72,37,-9,https://www.eliteprospects.com/player/51702/branden-troock,2024-2025,del,Branden Troock (RW),RW
Florian Elias (C),Augsburger Panther,40,11,10,21,0.53,40,-3,https://www.eliteprospects.com/player/382170/florian-elias,2024-2025,del,Florian Elias (C),C
Adam Brooks (C/LW),EHC München,27,10,11,21,0.78,10,1,https://www.eliteprospects.com/player/120202/adam-brooks,2024-2025,del,Adam Brooks (C/LW),C/LW
Lean Bergmann (C/W),Eisbären Berlin,48,10,11,21,0.44,36,-1,https://www.eliteprospects.com/player/148119/lean-bergmann,2024-2025,del,Lean Bergmann (C/W),C/W
Markus Vikingstad (F),Fischtown Pinguins,51,10,11,21,0.41,10,14,https://www.eliteprospects.com/player/321375/markus-vikingstad,2024-2025,del,Markus Vikingstad (F),F
Nick Caamano (LW/RW),Grizzlys Wolfsburg,35,9,12,21,0.60,24,-6,https://www.eliteprospects.com/player/252448/nick-caamano,2024-2025,del,Nick Caamano (LW/RW),LW/RW
Paul Postma (D),Düsseldorfer EG,39,8,13,21,0.54,20,-24,https://www.eliteprospects.com/player/15032/paul-postma,2024-2025,del,Paul Postma (D),D
Markus Schweiger (F),Löwen Frankfurt,49,7,14,21,0.43,14,-2,https://www.eliteprospects.com/player/318109/markus-schweiger,2024-2025,del,Markus Schweiger (F),F
Tom Kühnhackl (W/C),Adler Mannheim,43,10,10,20,0.47,18,8,https://www.eliteprospects.com/player/17637/tom-kuhnhackl,2024-2025,del,Tom Kühnhackl (W/C),W/C
Veli-Matti Vittasmäki (D),Kölner Haie,52,6,14,20,0.38,4,22,https://www.eliteprospects.com/player/17288/veli-matti-vittasmaki,2024-2025,del,Veli-Matti Vittasmäki (D),D
Juhani Tyrväinen (C),Kölner Haie,44,5,15,20,0.45,90,10,https://www.eliteprospects.com/player/16460/juhani-tyrvainen,2024-2025,del,Juhani Tyrväinen (C),C
Mark Zengerle (C/RW),Augsburger Panther,52,5,15,20,0.38,18,-15,https://www.eliteprospects.com/player/39455/mark-zengerle,2024-2025,del,Mark Zengerle (C/RW),C/RW
Mathew Bodie (D),ERC Ingolstadt,40,2,18,20,0.50,42,19,https://www.eliteprospects.com/player/39433/mathew-bodie,2024-2025,del,Mathew Bodie (D),D
Ryan MacInnis (C),Adler Mannheim,29,8,11,19,0.66,8,3,https://www.eliteprospects.com/player/168707/ryan-macinnis,2024-2025,del,Ryan MacInnis (C),C
Samuel Dove-McFalls (LW/C),Nürnberg Ice Tigers,39,8,11,19,0.49,24,0,https://www.eliteprospects.com/player/135860/samuel-dove-mcfalls,2024-2025,del,Samuel Dove-McFalls (LW/C),LW/C
Roman Kechter (C),Nürnberg Ice Tigers,52,8,11,19,0.37,6,-1,https://www.eliteprospects.com/player/564243/roman-kechter,2024-2025,del,Roman Kechter (C),C
Stefan Loibl (RW/C),Adler Mannheim,50,7,12,19,0.38,8,3,https://www.eliteprospects.com/player/117469/stefan-loibl,2024-2025,del,Stefan Loibl (RW/C),RW/C
Jake Virtanen (RW/LW),Iserlohn Roosters,46,6,13,19,0.41,29,-6,https://www.eliteprospects.com/player/120197/jake-virtanen,2024-2025,del,Jake Virtanen (RW/LW),RW/LW
John Ramage (D),Grizzlys Wolfsburg,51,2,17,19,0.37,44,-7,https://www.eliteprospects.com/player/31270/john-ramage,2024-2025,del,John Ramage (D),D
Brady Austin (D),Kölner Haie,47,7,11,18,0.38,20,14,https://www.eliteprospects.com/player/45403/brady-austin,2024-2025,del,Brady Austin (D),D
Jyrki Jokipakka (D),Adler Mannheim,51,5,13,18,0.35,22,5,https://www.eliteprospects.com/player/25488/jyrki-jokipakka,2024-2025,del,Jyrki Jokipakka (D),D
Brandon Gormley (D),Iserlohn Roosters,38,4,14,18,0.47,12,-12,https://www.eliteprospects.com/player/19428/brandon-gormley,2024-2025,del,Brandon Gormley (D),D
Justin Braun (D),Straubing Tigers,51,3,15,18,0.35,14,12,https://www.eliteprospects.com/player/15033/justin-braun,2024-2025,del,Justin Braun (D),D
Philip Feist (F),Schwenninger Wild Wings,50,9,8,17,0.34,14,-2,https://www.eliteprospects.com/player/475712/philip-feist,2024-2025,del,Philip Feist (F),F
Julian Melchiori (D),Grizzlys Wolfsburg,49,8,9,17,0.35,45,-6,https://www.eliteprospects.com/player/73778/julian-melchiori,2024-2025,del,Julian Melchiori (D),D
Philip Gogulla (LW),Düsseldorfer EG,51,8,9,17,0.33,16,-8,https://www.eliteprospects.com/player/10612/philip-gogulla,2024-2025,del,Philip Gogulla (LW),LW
Fabian Herrmann (F),Fischtown Pinguins,52,8,9,17,0.33,14,1,https://www.eliteprospects.com/player/344144/fabian-herrmann,2024-2025,del,Fabian Herrmann (F),F
Jason Bast (C),Augsburger Panther,44,7,10,17,0.39,4,-13,https://www.eliteprospects.com/player/11661/jason-bast,2024-2025,del,Jason Bast (C),C
Eugen Alanov (LW),Nürnberg Ice Tigers,51,6,11,17,0.33,10,0,https://www.eliteprospects.com/player/263391/eugen-alanov,2024-2025,del,Eugen Alanov (LW),LW
Nolan Zajac (D),Augsburger Panther,48,5,12,17,0.35,43,-10,https://www.eliteprospects.com/player/39714/nolan-zajac,2024-2025,del,Nolan Zajac (D),D
Patrick Hager (C/LW),EHC München,42,3,14,17,0.40,18,-2,https://www.eliteprospects.com/player/15229/patrick-hager,2024-2025,del,Patrick Hager (C/LW),C/LW
Nick Cicek (D),Adler Mannheim,50,3,14,17,0.34,79,11,https://www.eliteprospects.com/player/296031/nick-cicek,2024-2025,del,Nick Cicek (D),D
Konrad Abeltshauser (D),EHC München,49,1,16,17,0.35,39,11,https://www.eliteprospects.com/player/34836/konrad-abeltshauser,2024-2025,del,Konrad Abeltshauser (D),D
Nino Kinder (LW),Fischtown Pinguins,45,10,6,16,0.36,10,8,https://www.eliteprospects.com/player/277620/nino-kinder,2024-2025,del,Nino Kinder (LW),LW
T.J. Trevelyan (LW),Augsburger Panther,32,8,8,16,0.50,6,-7,https://www.eliteprospects.com/player/9735/t.j.-trevelyan,2024-2025,del,T.J. Trevelyan (LW),LW
Dominik Uher (C/LW),Fischtown Pinguins,39,5,11,16,0.41,2,-2,https://www.eliteprospects.com/player/41098/dominik-uher,2024-2025,del,Dominik Uher (C/LW),C/LW
Alec McCrea (D),Düsseldorfer EG,48,2,14,16,0.33,14,-6,https://www.eliteprospects.com/player/86910/alec-mccrea,2024-2025,del,Alec McCrea (D),D
Alex Trivellato (D),Schwenninger Wild Wings,47,1,15,16,0.34,12,0,https://www.eliteprospects.com/player/34627/alex-trivellato,2024-2025,del,Alex Trivellato (D),D
Alexander Oblinger (RW),Augsburger Panther,52,10,5,15,0.29,43,-16,https://www.eliteprospects.com/player/28743/alexander-oblinger,2024-2025,del,Alexander Oblinger (RW),RW
Filip Varejcka (F),EHC München,40,9,6,15,0.38,14,-4,https://www.eliteprospects.com/player/317380/filip-varejcka,2024-2025,del,Filip Varejcka (F),F
Daniel Wirt (D),Löwen Frankfurt,50,8,7,15,0.30,63,0,https://www.eliteprospects.com/player/238100/daniel-wirt,2024-2025,del,Daniel Wirt (D),D
Alex Friesen (C),Fischtown Pinguins,38,6,9,15,0.39,12,2,https://www.eliteprospects.com/player/31568/alex-friesen,2024-2025,del,Alex Friesen (C),C
Les Lancaster (D),EHC München,45,3,12,15,0.33,12,-8,https://www.eliteprospects.com/player/203338/les-lancaster,2024-2025,del,Les Lancaster (D),D
Morgan Ellis (D),ERC Ingolstadt,48,3,12,15,0.31,35,9,https://www.eliteprospects.com/player/37281/morgan-ellis,2024-2025,del,Morgan Ellis (D),D
Jordan Szwarz (RW/C),Adler Mannheim,35,7,7,14,0.40,32,4,https://www.eliteprospects.com/player/23107/jordan-szwarz,2024-2025,del,Jordan Szwarz (RW/C),RW/C
Alex Green (D),Straubing Tigers,41,5,9,14,0.34,56,-6,https://www.eliteprospects.com/player/233565/alex-green,2024-2025,del,Alex Green (D),D
Justin Richards (C),Düsseldorfer EG,44,5,9,14,0.32,22,-26,https://www.eliteprospects.com/player/272539/justin-richards,2024-2025,del,Justin Richards (C),C
Korbinian Geibel (D),Eisbären Berlin,45,5,9,14,0.31,18,17,https://www.eliteprospects.com/player/382172/korbinian-geibel,2024-2025,del,Korbinian Geibel (D),D
Nelson Nogier (D),Straubing Tigers,48,5,9,14,0.29,51,-1,https://www.eliteprospects.com/player/120646/nelson-nogier,2024-2025,del,Nelson Nogier (D),D
Markus Lauridsen (D),Löwen Frankfurt,40,2,12,14,0.35,16,-8,https://www.eliteprospects.com/player/12363/markus-lauridsen,2024-2025,del,Markus Lauridsen (D),D
Charles Bertrand (RW),ERC Ingolstadt,34,8,5,13,0.38,14,5,https://www.eliteprospects.com/player/32965/charles-bertrand,2024-2025,del,Charles Bertrand (RW),RW
Matt Puempel (LW),Schwenninger Wild Wings,38,8,5,13,0.34,6,-1,https://www.eliteprospects.com/player/45571/matt-puempel,2024-2025,del,Matt Puempel (LW),LW
Carter Proft (C/LW),Löwen Frankfurt,48,7,6,13,0.27,83,-16,https://www.eliteprospects.com/player/57034/carter-proft,2024-2025,del,Carter Proft (C/LW),C/LW
Christian Thomas (LW/RW),Iserlohn Roosters,14,6,7,13,0.93,4,0,https://www.eliteprospects.com/player/30686/christian-thomas,2024-2025,del,Christian Thomas (LW/RW),LW/RW
Boaz Bassen (F/D),Schwenninger Wild Wings,45,4,9,13,0.29,12,2,https://www.eliteprospects.com/player/481783/boaz-bassen,2024-2025,del,Boaz Bassen (F/D),F/D
Maximilian Daubner (D),EHC München,47,4,9,13,0.28,20,6,https://www.eliteprospects.com/player/86655/maximilian-daubner,2024-2025,del,Maximilian Daubner (D),D
Fabio Wagner (D),ERC Ingolstadt,52,4,9,13,0.25,55,25,https://www.eliteprospects.com/player/85176/fabio-wagner,2024-2025,del,Fabio Wagner (D),D
Michael Clarke (C),Straubing Tigers,41,3,10,13,0.32,8,2,https://www.eliteprospects.com/player/82516/michael-clarke,2024-2025,del,Michael Clarke (C),C
Eric Mik (D),Eisbären Berlin,52,3,10,13,0.25,22,9,https://www.eliteprospects.com/player/266723/eric-mik,2024-2025,del,Eric Mik (D),D
Moritz Müller (D),Kölner Haie,52,3,10,13,0.25,29,3,https://www.eliteprospects.com/player/22397/moritz-muller,2024-2025,del,Moritz Müller (D),D
Nico Krämmer (LW/RW),EHC München,40,6,6,12,0.30,12,-2,https://www.eliteprospects.com/player/43434/nico-krammer,2024-2025,del,Nico Krämmer (LW/RW),LW/RW
Phil Hungerecker (F),Schwenninger Wild Wings,28,5,7,12,0.43,34,-11,https://www.eliteprospects.com/player/43477/phil-hungerecker,2024-2025,del,Phil Hungerecker (F),F
Jakub Borzecki (RW),Düsseldorfer EG,45,4,8,12,0.27,4,-7,https://www.eliteprospects.com/player/291268/jakub-borzecki,2024-2025,del,Jakub Borzecki (RW),RW
Thomas Larkin (D),Schwenninger Wild Wings,42,2,10,12,0.29,27,12,https://www.eliteprospects.com/player/38061/thomas-larkin,2024-2025,del,Thomas Larkin (D),D
Lukas Kälble (D),Adler Mannheim,46,2,10,12,0.26,10,4,https://www.eliteprospects.com/player/71941/lukas-kalble,2024-2025,del,Lukas Kälble (D),D
Hayden Shaw (D),Nürnberg Ice Tigers,46,2,10,12,0.26,16,-10,https://www.eliteprospects.com/player/248320/hayden-shaw,2024-2025,del,Hayden Shaw (D),D
Reid McNeill (D),Löwen Frankfurt,49,2,10,12,0.24,44,-4,https://www.eliteprospects.com/player/45609/reid-mcneill,2024-2025,del,Reid McNeill (D),D
