player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Dusan Milo (D),HK Nitra,46,2,8,10,0.22,12,3,https://www.eliteprospects.com/player/1317/dusan-milo,2015-2016,slovakia,Dusan Milo (D),D
Rudolf Huna (LW),HK Poprad,14,5,4,9,0.64,48,-1,https://www.eliteprospects.com/player/5679/rudolf-huna,2015-2016,slovakia,Rudolf Huna (LW),LW
Peter Sisovsky (RW),HK Dukla Trencin,29,4,5,9,0.31,12,-11,https://www.eliteprospects.com/player/34742/peter-sisovsky,2015-2016,slovakia,Peter Sisovsky (RW),RW
Viktor Fekiac (C),HKM Zvolen,44,4,5,9,0.20,8,-5,https://www.eliteprospects.com/player/95708/viktor-fekiac,2015-2016,slovakia,Viktor Fekiac (C),C
Miroslav Pupák (D),HK Nitra,40,3,6,9,0.23,8,-1,https://www.eliteprospects.com/player/49299/miroslav-pupak,2015-2016,slovakia,Miroslav Pupák (D),D
Tomas Rusina (D),MHC Martin,52,3,6,9,0.17,10,-11,https://www.eliteprospects.com/player/147917/tomas-rusina,2015-2016,slovakia,Tomas Rusina (D),D
Michal Kokavec (LW),MHC Martin,39,1,8,9,0.23,24,-4,https://www.eliteprospects.com/player/43688/michal-kokavec,2015-2016,slovakia,Michal Kokavec (LW),LW
Jakub Zilka (LW),HKM Zvolen,43,1,8,9,0.21,10,-4,https://www.eliteprospects.com/player/152272/jakub-zilka,2015-2016,slovakia,Jakub Zilka (LW),LW
Juraj Bezuch (C/LW),totals,39,7,1,8,0.21,8,-5,https://www.eliteprospects.com/player/100459/juraj-bezuch,2015-2016,slovakia,Juraj Bezuch (C/LW),C/LW
Matt Beca (RW/C),HK Nitra,12,4,4,8,0.67,4,2,https://www.eliteprospects.com/player/17834/matt-beca,2015-2016,slovakia,Matt Beca (RW/C),RW/C
Ales Jezek (D/F),MsHK Zilina,42,4,4,8,0.19,129,-9,https://www.eliteprospects.com/player/18092/ales-jezek,2015-2016,slovakia,Ales Jezek (D/F),D/F
Emil Svec (F),MsHK Zilina,45,3,5,8,0.18,45,-15,https://www.eliteprospects.com/player/173664/emil-svec,2015-2016,slovakia,Emil Svec (F),F
Renars Demiters (D),HKM Zvolen,33,2,6,8,0.24,30,14,https://www.eliteprospects.com/player/49583/renars-demiters,2015-2016,slovakia,Renars Demiters (D),D
Martin Daloga (LW/C),totals,43,2,6,8,0.19,8,-12,https://www.eliteprospects.com/player/95707/martin-daloga,2015-2016,slovakia,Martin Daloga (LW/C),LW/C
Andrej Hatala (D),HK Dukla Trencin,48,2,6,8,0.17,18,-6,https://www.eliteprospects.com/player/158000/andrej-hatala,2015-2016,slovakia,Andrej Hatala (D),D
Mário Kurali (D),MsHK Zilina,47,0,8,8,0.17,8,-11,https://www.eliteprospects.com/player/79458/mario-kurali,2015-2016,slovakia,Mário Kurali (D),D
Adam Lapsansky (LW),HC Kosice,20,6,1,7,0.35,31,2,https://www.eliteprospects.com/player/15199/adam-lapsansky,2015-2016,slovakia,Adam Lapsansky (LW),LW
Tomas Bulik (C),MsHK Zilina,8,3,4,7,0.88,4,-3,https://www.eliteprospects.com/player/27137/tomas-bulik,2015-2016,slovakia,Tomas Bulik (C),C
Marek Loskot (F),HC Banska Bystrica,14,3,4,7,0.50,0,3,https://www.eliteprospects.com/player/36810/marek-loskot,2015-2016,slovakia,Marek Loskot (F),F
Lukas Hrusik (LW),Team Slovakia U20,20,3,4,7,0.35,6,-6,https://www.eliteprospects.com/player/157388/lukas-hrusik,2015-2016,slovakia,Lukas Hrusik (LW),LW
Roman Tvrdon (RW),SHK 37 Piestany,27,3,4,7,0.26,8,-7,https://www.eliteprospects.com/player/4627/roman-tvrdon,2015-2016,slovakia,Roman Tvrdon (RW),RW
Marcel Petran (D),HC Banska Bystrica,43,3,4,7,0.16,57,2,https://www.eliteprospects.com/player/42133/marcel-petran,2015-2016,slovakia,Marcel Petran (D),D
Ivan Jankovic (D),totals,44,2,5,7,0.16,30,-11,https://www.eliteprospects.com/player/41577/ivan-jankovic,2015-2016,slovakia,Ivan Jankovic (D),D
Matus Holenda (D),HK Dukla Trencin,52,2,5,7,0.13,12,0,https://www.eliteprospects.com/player/153194/matus-holenda,2015-2016,slovakia,Matus Holenda (D),D
Johannes Reichel (D),HK 36 Skalica,20,1,6,7,0.35,10,-3,https://www.eliteprospects.com/player/7875/johannes-reichel,2015-2016,slovakia,Johannes Reichel (D),D
Denis Rehák (D),HK Dukla Trencin,36,1,6,7,0.19,18,1,https://www.eliteprospects.com/player/10123/denis-rehak,2015-2016,slovakia,Denis Rehák (D),D
Peter Mikus (D),totals,48,1,6,7,0.15,43,15,https://www.eliteprospects.com/player/28418/peter-mikus,2015-2016,slovakia,Peter Mikus (D),D
Lubomir Malina (D),HK Poprad,52,0,7,7,0.13,16,6,https://www.eliteprospects.com/player/57949/lubomir-malina,2015-2016,slovakia,Lubomir Malina (D),D
Frederik Fekiac (D),HKM Zvolen,54,0,7,7,0.13,10,-2,https://www.eliteprospects.com/player/201647/frederik-fekiac,2015-2016,slovakia,Frederik Fekiac (D),D
Martin Jakúbek (RW/LW),HK Dukla Trencin,25,5,1,6,0.24,4,-5,https://www.eliteprospects.com/player/48286/martin-jakubek,2015-2016,slovakia,Martin Jakúbek (RW/LW),RW/LW
Frantisek Poliacek (LW),MHC Martin,25,4,2,6,0.24,4,-1,https://www.eliteprospects.com/player/95584/frantisek-poliacek,2015-2016,slovakia,Frantisek Poliacek (LW),LW
Janis Sprukts (C),MHC Martin,12,3,3,6,0.50,4,1,https://www.eliteprospects.com/player/7420/janis-sprukts,2015-2016,slovakia,Janis Sprukts (C),C
Peter Ölvecký (LW/C),HK Dukla Trencin,12,3,3,6,0.50,8,-1,https://www.eliteprospects.com/player/11772/peter-olvecky,2015-2016,slovakia,Peter Ölvecký (LW/C),LW/C
Jiri Drtina (D),HK Dukla Trencin,18,3,3,6,0.33,6,-5,https://www.eliteprospects.com/player/19414/jiri-drtina,2015-2016,slovakia,Jiri Drtina (D),D
Michal Dvorak (D),MHC Martin,52,3,3,6,0.12,34,-12,https://www.eliteprospects.com/player/152751/michal-dvorak,2015-2016,slovakia,Michal Dvorak (D),D
Martins Cipulis (LW/RW),MHC Martin,12,2,4,6,0.50,2,4,https://www.eliteprospects.com/player/8506/martins-cipulis,2015-2016,slovakia,Martins Cipulis (LW/RW),LW/RW
Lukas Klima (LW/C),HK 36 Skalica,22,2,4,6,0.27,8,-5,https://www.eliteprospects.com/player/48182/lukas-klima,2015-2016,slovakia,Lukas Klima (LW/C),LW/C
Dominik Novák (LW),totals,26,2,4,6,0.23,18,-5,https://www.eliteprospects.com/player/179176/dominik-novak,2015-2016,slovakia,Dominik Novák (LW),LW
Tomas Nechala (D),totals,52,2,4,6,0.12,30,-5,https://www.eliteprospects.com/player/94999/tomas-nechala,2015-2016,slovakia,Tomas Nechala (D),D
Martin Filo (RW),SHK 37 Piestany,8,1,5,6,0.75,0,5,https://www.eliteprospects.com/player/13943/martin-filo,2015-2016,slovakia,Martin Filo (RW),RW
Miroslav Durak (D),HK 36 Skalica,27,1,5,6,0.22,88,-14,https://www.eliteprospects.com/player/13661/miroslav-durak,2015-2016,slovakia,Miroslav Durak (D),D
Ivo Kotaska (D),SHK 37 Piestany,34,1,5,6,0.18,14,-7,https://www.eliteprospects.com/player/23876/ivo-kotaska,2015-2016,slovakia,Ivo Kotaska (D),D
Kristian Kucera (C/RW),SHK 37 Piestany,41,1,5,6,0.15,6,-5,https://www.eliteprospects.com/player/34763/kristian-kucera,2015-2016,slovakia,Kristian Kucera (C/RW),C/RW
Georgijs Pujacs (D),HC Banska Bystrica,14,0,6,6,0.43,16,0,https://www.eliteprospects.com/player/4053/georgijs-pujacs,2015-2016,slovakia,Georgijs Pujacs (D),D
Juraj Siska (RW/C),Team Slovakia U20,10,3,2,5,0.50,8,-3,https://www.eliteprospects.com/player/152763/juraj-siska,2015-2016,slovakia,Juraj Siska (RW/C),RW/C
Tomas Troliga (LW/C),HK Dukla Trencin,18,3,2,5,0.28,39,-4,https://www.eliteprospects.com/player/13657/tomas-troliga,2015-2016,slovakia,Tomas Troliga (LW/C),LW/C
Milan Kolena (C/W),totals,29,3,2,5,0.17,14,-9,https://www.eliteprospects.com/player/98093/milan-kolena,2015-2016,slovakia,Milan Kolena (C/W),C/W
Vaclav Cizek (D),HC Banska Bystrica,41,3,2,5,0.12,18,9,https://www.eliteprospects.com/player/33052/vaclav-cizek,2015-2016,slovakia,Vaclav Cizek (D),D
Matus Sukel (C),Team Slovakia U20,11,2,3,5,0.45,4,-4,https://www.eliteprospects.com/player/177055/matus-sukel,2015-2016,slovakia,Matus Sukel (C),C
Martin Sloboda (RW),HK 36 Skalica,14,2,3,5,0.36,10,2,https://www.eliteprospects.com/player/17746/martin-sloboda,2015-2016,slovakia,Martin Sloboda (RW),RW
Jakub Melisko (D),Team Slovakia U20,19,2,3,5,0.26,12,-8,https://www.eliteprospects.com/player/168650/jakub-melisko,2015-2016,slovakia,Jakub Melisko (D),D
Matus Chovan (D/F),HC Kosice,44,2,3,5,0.11,8,3,https://www.eliteprospects.com/player/70393/matus-chovan,2015-2016,slovakia,Matus Chovan (D/F),D/F
Miroslav Habsuda (D),HKM Zvolen,25,1,4,5,0.20,45,10,https://www.eliteprospects.com/player/94998/miroslav-habsuda,2015-2016,slovakia,Miroslav Habsuda (D),D
Samuel Bucek (LW),HK Nitra,26,1,4,5,0.19,4,4,https://www.eliteprospects.com/player/225621/samuel-bucek,2015-2016,slovakia,Samuel Bucek (LW),LW
Radovan Trefný (D),totals,44,1,4,5,0.11,18,0,https://www.eliteprospects.com/player/41858/radovan-trefny,2015-2016,slovakia,Radovan Trefný (D),D
Marek Zukal (D),HK 36 Skalica,45,1,4,5,0.11,14,-9,https://www.eliteprospects.com/player/15186/marek-zukal,2015-2016,slovakia,Marek Zukal (D),D
Daniel Opalek (D),HK 36 Skalica,46,1,4,5,0.11,10,-10,https://www.eliteprospects.com/player/123470/daniel-opalek,2015-2016,slovakia,Daniel Opalek (D),D
Martin Lesko (D),MsHK Zilina,46,1,4,5,0.11,40,-10,https://www.eliteprospects.com/player/96273/martin-lesko,2015-2016,slovakia,Martin Lesko (D),D
Lubomir Dinda (D),HK Poprad,50,1,4,5,0.10,28,-4,https://www.eliteprospects.com/player/101668/lubomir-dinda,2015-2016,slovakia,Lubomir Dinda (D),D
Jakub Kania (D),SHK 37 Piestany,31,0,5,5,0.16,10,-13,https://www.eliteprospects.com/player/23444/jakub-kania,2015-2016,slovakia,Jakub Kania (D),D
Filip Kuzma (D),HK Nitra,42,0,5,5,0.12,18,12,https://www.eliteprospects.com/player/107295/filip-kuzma,2015-2016,slovakia,Filip Kuzma (D),D
Louis Leblanc (C/RW),MsHK Zilina,4,3,1,4,1.00,10,-1,https://www.eliteprospects.com/player/31615/louis-leblanc,2015-2016,slovakia,Louis Leblanc (C/RW),C/RW
Filip Nemcek (C),totals,22,3,1,4,0.18,2,-7,https://www.eliteprospects.com/player/99748/filip-nemcek,2015-2016,slovakia,Filip Nemcek (C),C
Patrick Brodek (LW),HK 36 Skalica,25,3,1,4,0.16,8,-9,https://www.eliteprospects.com/player/224995/patrick-brodek,2015-2016,slovakia,Patrick Brodek (LW),LW
Justin Baker (D),HK Nitra,7,2,2,4,0.57,2,-1,https://www.eliteprospects.com/player/39434/justin-baker,2015-2016,slovakia,Justin Baker (D),D
Charles-Olivier Roussel (D),HC Banska Bystrica,9,2,2,4,0.44,8,6,https://www.eliteprospects.com/player/23467/charles-olivier-roussel,2015-2016,slovakia,Charles-Olivier Roussel (D),D
Jan Polata (F),HK 36 Skalica,28,2,2,4,0.14,10,-19,https://www.eliteprospects.com/player/53548/jan-polata,2015-2016,slovakia,Jan Polata (F),F
Lubor Pokovic (D),HKM Zvolen,54,2,2,4,0.07,42,26,https://www.eliteprospects.com/player/70398/lubor-pokovic,2015-2016,slovakia,Lubor Pokovic (D),D
Matej Sikela (RW),HK Poprad,9,1,3,4,0.44,27,2,https://www.eliteprospects.com/player/87514/matej-sikela,2015-2016,slovakia,Matej Sikela (RW),RW
Michal Grman (D),MsHK Zilina,21,1,3,4,0.19,8,-2,https://www.eliteprospects.com/player/36831/michal-grman,2015-2016,slovakia,Michal Grman (D),D
Matus Trencan (LW),HK 36 Skalica,27,1,3,4,0.15,4,-10,https://www.eliteprospects.com/player/116881/matus-trencan,2015-2016,slovakia,Matus Trencan (LW),LW
Martin Gründling (D),HC Banska Bystrica,47,1,3,4,0.09,67,11,https://www.eliteprospects.com/player/11657/martin-grundling,2015-2016,slovakia,Martin Gründling (D),D
Marek Ryzák (D),HK Dukla Trencin,49,1,3,4,0.08,118,-11,https://www.eliteprospects.com/player/177357/marek-ryzak,2015-2016,slovakia,Marek Ryzák (D),D
Oliver Pataky (RW),HK Dukla Trencin,16,0,4,4,0.25,4,0,https://www.eliteprospects.com/player/179165/oliver-pataky,2015-2016,slovakia,Oliver Pataky (RW),RW
Boris Sádecký (C),Team Slovakia U20,20,0,4,4,0.20,16,-15,https://www.eliteprospects.com/player/179158/boris-sadecky,2015-2016,slovakia,Boris Sádecký (C),C
Matej Svetlík (D),SHK 37 Piestany,32,0,4,4,0.13,2,-10,https://www.eliteprospects.com/player/209347/matej-svetlik,2015-2016,slovakia,Matej Svetlík (D),D
David Gaborcik (D),HK Poprad,52,0,4,4,0.08,22,-10,https://www.eliteprospects.com/player/95196/david-gaborcik,2015-2016,slovakia,David Gaborcik (D),D
Peter Galis (RW),Team Slovakia U20,20,3,0,3,0.15,10,-8,https://www.eliteprospects.com/player/221903/peter-galis,2015-2016,slovakia,Peter Galis (RW),RW
Robert Varga (LW),MHC Martin,39,3,0,3,0.08,6,-13,https://www.eliteprospects.com/player/98776/robert-varga,2015-2016,slovakia,Robert Varga (LW),LW
Adrian Lipovsky (LW),MsHK Zilina,17,2,1,3,0.18,0,-7,https://www.eliteprospects.com/player/96038/adrian-lipovsky,2015-2016,slovakia,Adrian Lipovsky (LW),LW
Maros Surovy (LW/C),totals,33,2,1,3,0.09,10,-18,https://www.eliteprospects.com/player/156299/maros-surovy,2015-2016,slovakia,Maros Surovy (LW/C),LW/C
Dominik Rehák (C/RW),MsHK Zilina,50,2,1,3,0.06,18,-11,https://www.eliteprospects.com/player/82647/dominik-rehak,2015-2016,slovakia,Dominik Rehák (C/RW),C/RW
Mário Róth (RW),HC Banska Bystrica,11,1,2,3,0.27,0,4,https://www.eliteprospects.com/player/123376/mario-roth,2015-2016,slovakia,Mário Róth (RW),RW
Patrik Schroner (RW),MsHK Zilina,28,1,2,3,0.11,8,-7,https://www.eliteprospects.com/player/149755/patrik-schroner,2015-2016,slovakia,Patrik Schroner (RW),RW
Patrik Rogon (RW),MsHK Zilina,35,1,2,3,0.09,8,-3,https://www.eliteprospects.com/player/196244/patrik-rogon,2015-2016,slovakia,Patrik Rogon (RW),RW
Andrej Jurasek (RW),MHC Martin,43,1,2,3,0.07,2,-5,https://www.eliteprospects.com/player/102011/andrej-jurasek,2015-2016,slovakia,Andrej Jurasek (RW),RW
Brett Sonne (C/LW),HC Banska Bystrica,7,0,3,3,0.43,0,2,https://www.eliteprospects.com/player/12527/brett-sonne,2015-2016,slovakia,Brett Sonne (C/LW),C/LW
Ivan Rachunek (W/C),HK 36 Skalica,7,0,3,3,0.43,8,-1,https://www.eliteprospects.com/player/9605/ivan-rachunek,2015-2016,slovakia,Ivan Rachunek (W/C),W/C
Dávid Bajaník (D),MsHK Zilina,18,0,3,3,0.17,8,-2,https://www.eliteprospects.com/player/79427/david-bajanik,2015-2016,slovakia,Dávid Bajaník (D),D
Filip Ondrus (C),totals,20,0,3,3,0.15,4,-4,https://www.eliteprospects.com/player/196254/filip-ondrus,2015-2016,slovakia,Filip Ondrus (C),C
Jakub Sukel (RW),Team Slovakia U20,20,0,3,3,0.15,16,-12,https://www.eliteprospects.com/player/177053/jakub-sukel,2015-2016,slovakia,Jakub Sukel (RW),RW
Rastislav Gaspar (RW),HC Banska Bystrica,23,0,3,3,0.13,6,2,https://www.eliteprospects.com/player/122242/rastislav-gaspar,2015-2016,slovakia,Rastislav Gaspar (RW),RW
Adam Spankovic (F/D),HK Dukla Trencin,12,1,1,2,0.17,2,-2,https://www.eliteprospects.com/player/179157/adam-spankovic,2015-2016,slovakia,Adam Spankovic (F/D),F/D
Tomas Török (RW/LW),HK Poprad,13,1,1,2,0.15,4,-1,https://www.eliteprospects.com/player/95413/tomas-torok,2015-2016,slovakia,Tomas Török (RW/LW),RW/LW
Jozef Kentos (RW),totals,15,1,1,2,0.13,14,2,https://www.eliteprospects.com/player/34753/jozef-kentos,2015-2016,slovakia,Jozef Kentos (RW),RW
Martin Jendrol (D),Team Slovakia U20,18,1,1,2,0.11,4,-13,https://www.eliteprospects.com/player/224052/martin-jendrol,2015-2016,slovakia,Martin Jendrol (D),D
Martin Ambroz (LW),HC Banska Bystrica,23,1,1,2,0.09,0,0,https://www.eliteprospects.com/player/123383/martin-ambroz,2015-2016,slovakia,Martin Ambroz (LW),LW
Oliver Jokel (LW),MHC Martin,23,1,1,2,0.09,4,-1,https://www.eliteprospects.com/player/19363/oliver-jokel,2015-2016,slovakia,Oliver Jokel (LW),LW
Adrián Sloboda (D),totals,25,1,1,2,0.08,16,-19,https://www.eliteprospects.com/player/108857/adrian-sloboda,2015-2016,slovakia,Adrián Sloboda (D),D
Dominik Briestenský (RW),totals,28,1,1,2,0.07,10,-21,https://www.eliteprospects.com/player/155113/dominik-briestensky,2015-2016,slovakia,Dominik Briestenský (RW),RW
Jakub Kubis (LW),MsHK Zilina,13,0,2,2,0.15,0,-5,https://www.eliteprospects.com/player/48155/jakub-kubis,2015-2016,slovakia,Jakub Kubis (LW),LW
Juraj Roznik (RW),HK 36 Skalica,14,0,2,2,0.14,2,0,https://www.eliteprospects.com/player/66014/juraj-roznik,2015-2016,slovakia,Juraj Roznik (RW),RW
Jakub Emil Mendrej (D),MsHK Zilina,23,0,2,2,0.09,6,-4,https://www.eliteprospects.com/player/196246/jakub-emil-mendrej,2015-2016,slovakia,Jakub Emil Mendrej (D),D
Dávid Skokan (C/RW),HK Poprad,4,1,0,1,0.25,6,1,https://www.eliteprospects.com/player/12542/david-skokan,2015-2016,slovakia,Dávid Skokan (C/RW),C/RW
James Howden (D),HKM Zvolen,12,1,0,1,0.08,2,-3,https://www.eliteprospects.com/player/65221/james-howden,2015-2016,slovakia,James Howden (D),D
Ondrej Valo (F),SHK 37 Piestany,16,1,0,1,0.06,0,-3,https://www.eliteprospects.com/player/215451/ondrej-valo,2015-2016,slovakia,Ondrej Valo (F),F
Daniel Gachulinec (D),SHK 37 Piestany,17,1,0,1,0.06,2,1,https://www.eliteprospects.com/player/157656/daniel-gachulinec,2015-2016,slovakia,Daniel Gachulinec (D),D
Julián Achs (RW),HK Poprad,19,1,0,1,0.05,2,-4,https://www.eliteprospects.com/player/166029/julian-achs,2015-2016,slovakia,Julián Achs (RW),RW
Jozef Klenko (C),Team Slovakia U20,20,1,0,1,0.05,10,-6,https://www.eliteprospects.com/player/184895/jozef-klenko,2015-2016,slovakia,Jozef Klenko (C),C
Patrik Koch (D),Team Slovakia U20,20,1,0,1,0.05,20,-17,https://www.eliteprospects.com/player/112388/patrik-koch,2015-2016,slovakia,Patrik Koch (D),D
Ondrej Brijak (D),HK Poprad,29,1,0,1,0.03,22,1,https://www.eliteprospects.com/player/151968/ondrej-brijak,2015-2016,slovakia,Ondrej Brijak (D),D
Michal Uhrík (LW/C),MHC Martin,31,1,0,1,0.03,12,-3,https://www.eliteprospects.com/player/58003/michal-uhrik,2015-2016,slovakia,Michal Uhrík (LW/C),LW/C
Jakub Makovsky (D),MsHK Zilina,55,1,0,1,0.02,28,-15,https://www.eliteprospects.com/player/83375/jakub-makovsky,2015-2016,slovakia,Jakub Makovsky (D),D
Valeri Knyazev (RW),HK 36 Skalica,2,0,1,1,0.50,0,2,https://www.eliteprospects.com/player/41097/valeri-knyazev,2015-2016,slovakia,Valeri Knyazev (RW),RW
Patrik Osko (C),Team Slovakia U20,5,0,1,1,0.20,0,-1,https://www.eliteprospects.com/player/225336/patrik-osko,2015-2016,slovakia,Patrik Osko (C),C
Michal Guoth (D),HK Nitra,5,0,1,1,0.20,6,2,https://www.eliteprospects.com/player/222328/michal-guoth,2015-2016,slovakia,Michal Guoth (D),D
Marco Hochel (D),MsHK Zilina,6,0,1,1,0.17,4,-6,https://www.eliteprospects.com/player/179148/marco-hochel,2015-2016,slovakia,Marco Hochel (D),D
Michal Toman (RW/C),HK Dukla Trencin,9,0,1,1,0.11,0,-1,https://www.eliteprospects.com/player/66017/michal-toman,2015-2016,slovakia,Michal Toman (RW/C),RW/C
Filip Hudec (RW),SHK 37 Piestany,10,0,1,1,0.10,0,-2,https://www.eliteprospects.com/player/192044/filip-hudec,2015-2016,slovakia,Filip Hudec (RW),RW
Martin Strbak (D),HC Kosice,10,0,1,1,0.10,4,-4,https://www.eliteprospects.com/player/9177/martin-strbak,2015-2016,slovakia,Martin Strbak (D),D
Radek Philipp (D),HC Kosice,10,0,1,1,0.10,6,3,https://www.eliteprospects.com/player/3594/radek-philipp,2015-2016,slovakia,Radek Philipp (D),D
Filip Adamcik (C),totals,13,0,1,1,0.08,4,-1,https://www.eliteprospects.com/player/123371/filip-adamcik,2015-2016,slovakia,Filip Adamcik (C),C
Tomas Parizek (D),totals,15,0,1,1,0.07,2,-1,https://www.eliteprospects.com/player/107179/tomas-parizek,2015-2016,slovakia,Tomas Parizek (D),D
Adrian Holesinsky (RW/C),Team Slovakia U20,15,0,1,1,0.07,6,-7,https://www.eliteprospects.com/player/164878/adrian-holesinsky,2015-2016,slovakia,Adrian Holesinsky (RW/C),RW/C
Oliver Kosecky (D),totals,25,0,1,1,0.04,12,-8,https://www.eliteprospects.com/player/116886/oliver-kosecky,2015-2016,slovakia,Oliver Kosecky (D),D
Denis Sterbak (D),HK Poprad,32,0,1,1,0.03,6,-8,https://www.eliteprospects.com/player/152831/denis-sterbak,2015-2016,slovakia,Denis Sterbak (D),D
Ján Zlocha (C),HK Dukla Trencin,32,0,1,1,0.03,22,-4,https://www.eliteprospects.com/player/156787/jan-zlocha,2015-2016,slovakia,Ján Zlocha (C),C
Tomas Hluch (F),SHK 37 Piestany,39,0,1,1,0.03,57,2,https://www.eliteprospects.com/player/99203/tomas-hluch,2015-2016,slovakia,Tomas Hluch (F),F
Branislav Pavúk (D),HC Kosice,44,0,1,1,0.02,16,8,https://www.eliteprospects.com/player/166369/branislav-pavuk,2015-2016,slovakia,Branislav Pavúk (D),D
Peter Travnicek (D),MHC Martin,48,0,1,1,0.02,14,-4,https://www.eliteprospects.com/player/115478/peter-travnicek,2015-2016,slovakia,Peter Travnicek (D),D
Martin Andrisík (LW),HC Banska Bystrica,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/157403/martin-andrisik,2015-2016,slovakia,Martin Andrisík (LW),LW
Matus Rudzan (C/RW),MHC Martin,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/227732/matus-rudzan,2015-2016,slovakia,Matus Rudzan (C/RW),C/RW
Julius Danko (D),HK Dukla Trencin,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/226838/julius-danko,2015-2016,slovakia,Julius Danko (D),D
Denis Mihalka (D),HK 36 Skalica,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/224165/denis-mihalka,2015-2016,slovakia,Denis Mihalka (D),D
Christian Bednarcik (C),HK Poprad,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/224045/christian-bednarcik,2015-2016,slovakia,Christian Bednarcik (C),C
Martin Krasnican (LW/C),HK Dukla Trencin,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/222548/martin-krasnican,2015-2016,slovakia,Martin Krasnican (LW/C),LW/C
Ivan Brvenik (RW),MHC Martin,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/221252/ivan-brvenik,2015-2016,slovakia,Ivan Brvenik (RW),RW
Matej Majerik (D),HKM Zvolen,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/201645/matej-majerik,2015-2016,slovakia,Matej Majerik (D),D
Denis Babiar (RW),HK 36 Skalica,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/168656/denis-babiar,2015-2016,slovakia,Denis Babiar (RW),RW
